accountid,pullTime,executeTime,fare,description,country,bjHour,bjMinute,executeWeekday,dayType,flng,flat,tlng,tlat,timeSeason,batchId,routeId,taskId,currencyCode,destinationLat,destinationLng,originLat,originLng,baseFlng,baseFlat,baseTlng,baseTlat,vehicleViewId,surgeMultiplier,unmodifiedDistance,formattedFare,accessibilityText,defaultText,pricingTemplatesDefaultText,magnitude,unit,textDisplayed,rankedSecondaryFareAccessibilityText,styledPrimaryFareMagnitude,styledPrimaryFareAccessibilityText,hourlyTiers,estimatedTripTime,estimateRequestTime,etdDisplayString,estimatedSoloOnTripTime,packageVariantsVehicleViewId,sortWeight,vehicleViewsOrderStr,defaultVehicleViewId,title,preAdjustmentMagnitude,adjustmentMagnitude,postAdjustmentMagnitude,discountPrimaryMagnitude,unmodifiedEta,predictEta,predictDistance,predictHaversineDistance,predictEstimatedOriginLatitude,predictEstimatedOriginLongitude,predictEstimatedDestinationLatitude,predictEstimatedDestinationLongitude,polyline,etaString,etaStringShort,minEta,averageEta,baseValue,distanceUnit,type,perDistanceUnitValue,perMinuteValue,minimumValue,cancellationValue,safeRidesFeeValue,perWaitMinuteValue,allowFareEstimate,allowedToSurge,shouldFetchUpfrontFare,upfrontPriceEnabled,estimatedTolls,fareLineItems,maxFare,minFare,isFareLineSuccess,fenceNameFrom,discountedPrice,header,screenshotBase64
,2026-08-16T14:00:55.949Z,2026-08-16T14:00:55.949Z,,Taxi,,22,0,0,,114.217333,22.395771,114.19081,22.325528,,,,hk_202606192058594097,,22.325528,114.19081,22.395771,114.217333,,,,,9697,,11572,,,,,,,,,,,,0,,,,,,,9697,Popular,,,,,964,,,,,,,,equgCwdbxT?eAAIEIGAw@C]AyAASFMVTAAzAt@r@@FAJaAu@q@]SZrDfCjFbCNAFDb@LrA^bCZz@Rr@`@pAx@v@ThAFZFVJjAZtAPrA@h@?vAGlD[vCaAnGgCzA[VCVEjBKl@?vBDrCZzDh@tAJlBPtBTlAFxBR|BPvALtBDpCCx@CbAMbB_@pAa@n@[`@Y~@u@t@aALQz@oAz@kAn@q@`@]z@k@xBcAt@[|Ai@tB_@vAMdCMfC@xD^li@tIly@rM`e@rHzDt@pDz@nF`BvDjA`Cz@`ClAzFtCt@^hDdBt@\h@VhAh@`@TvAv@NHTJpA`@\HbAJpADx@?hCWXEhA]TGd@QlHkCrFeBPEj@IJCxAGzBFXEn@QNIZUPg@Dm@CQK]a@YSIUAM@UBa@Pw@f@]Z[V_@Zo@ZiAjAc@j@KNaAtBQ^Md@EZCRAFE^AJA\@nAJ~@F^bAtDFTbAtDPl@J`@d@fBh@rBr@hCZv@DHFZNZZh@|A~ALPVVJRZn@J`@H`@FLJTt@z@DFtFnFFFj@P`@X\b@N\p@dAhAhA`BfB~AtBJNVXRj@HPHTTz@Jv@XbFF^V`D\hDRtA@RFl@c@?iCCyDGCf@?b@DJAPC~DAR?VEH?f@A|@G~AAX~DHBiJ,,,,,,,,,,,,,,,,,,,,,,,,,,
,2026-08-16T14:00:55.949Z,2026-08-16T14:00:55.949Z,,Comfort,,22,0,0,,114.217333,22.395771,114.19081,22.325528,,,,hk_202606192058594097,,22.325528,114.19081,22.395771,114.217333,,,,,9697,,11572,,,,,,,,,,,,0,,,,,,,9697,Popular,,,,,964,,,,,,,,equgCwdbxT?eAAIEIGAw@C]AyAASFMVTAAzAt@r@@FAJaAu@q@]SZrDfCjFbCNAFDb@LrA^bCZz@Rr@`@pAx@v@ThAFZFVJjAZtAPrA@h@?vAGlD[vCaAnGgCzA[VCVEjBKl@?vBDrCZzDh@tAJlBPtBTlAFxBR|BPvALtBDpCCx@CbAMbB_@pAa@n@[`@Y~@u@t@aALQz@oAz@kAn@q@`@]z@k@xBcAt@[|Ai@tB_@vAMdCMfC@xD^li@tIly@rM`e@rHzDt@pDz@nF`BvDjA`Cz@`ClAzFtCt@^hDdBt@\h@VhAh@`@TvAv@NHTJpA`@\HbAJpADx@?hCWXEhA]TGd@QlHkCrFeBPEj@IJCxAGzBFXEn@QNIZUPg@Dm@CQK]a@YSIUAM@UBa@Pw@f@]Z[V_@Zo@ZiAjAc@j@KNaAtBQ^Md@EZCRAFE^AJA\@nAJ~@F^bAtDFTbAtDPl@J`@d@fBh@rBr@hCZv@DHFZNZZh@|A~ALPVVJRZn@J`@H`@FLJTt@z@DFtFnFFFj@P`@X\b@N\p@dAhAhA`BfB~AtBJNVXRj@HPHTTz@Jv@XbFF^V`D\hDRtA@RFl@c@?iCCyDGCf@?b@DJAPC~DAR?VEH?f@A|@G~AAX~DHBiJ,,,,,,,,,,,,,,,,,,,,,,,,,,
,2026-08-16T14:00:55.949Z,2026-08-16T14:00:55.949Z,,Lantau Taxi,,22,0,0,,114.217333,22.395771,114.19081,22.325528,,,,hk_202606192058594097,,22.325528,114.19081,22.395771,114.217333,,,,,9697,,11572,,,,,,,,,,,,0,,,,,,,9697,Popular,,,,,964,,,,,,,,equgCwdbxT?eAAIEIGAw@C]AyAASFMVTAAzAt@r@@FAJaAu@q@]SZrDfCjFbCNAFDb@LrA^bCZz@Rr@`@pAx@v@ThAFZFVJjAZtAPrA@h@?vAGlD[vCaAnGgCzA[VCVEjBKl@?vBDrCZzDh@tAJlBPtBTlAFxBR|BPvALtBDpCCx@CbAMbB_@pAa@n@[`@Y~@u@t@aALQz@oAz@kAn@q@`@]z@k@xBcAt@[|Ai@tB_@vAMdCMfC@xD^li@tIly@rM`e@rHzDt@pDz@nF`BvDjA`Cz@`ClAzFtCt@^hDdBt@\h@VhAh@`@TvAv@NHTJpA`@\HbAJpADx@?hCWXEhA]TGd@QlHkCrFeBPEj@IJCxAGzBFXEn@QNIZUPg@Dm@CQK]a@YSIUAM@UBa@Pw@f@]Z[V_@Zo@ZiAjAc@j@KNaAtBQ^Md@EZCRAFE^AJA\@nAJ~@F^bAtDFTbAtDPl@J`@d@fBh@rBr@hCZv@DHFZNZZh@|A~ALPVVJRZn@J`@H`@FLJTt@z@DFtFnFFFj@P`@X\b@N\p@dAhAhA`BfB~AtBJNVXRj@HPHTTz@Jv@XbFF^V`D\hDRtA@RFl@c@?iCCyDGCf@?b@DJAPC~DAR?VEH?f@A|@G~AAX~DHBiJ,,,,,,,,,,,,,,,,,,,,,,,,,,
,2026-08-16T14:00:55.949Z,2026-08-16T14:00:55.949Z,,UberX,,22,0,0,,114.217333,22.395771,114.19081,22.325528,,,,hk_202606192058594097,,22.325528,114.19081,22.395771,114.217333,,,,,9697,,11572,,,,,,,,,,,,0,,,,,,,9697,Economy,,,,,964,,,,,,,,equgCwdbxT?eAAIEIGAw@C]AyAASFMVTAAzAt@r@@FAJaAu@q@]SZrDfCjFbCNAFDb@LrA^bCZz@Rr@`@pAx@v@ThAFZFVJjAZtAPrA@h@?vAGlD[vCaAnGgCzA[VCVEjBKl@?vBDrCZzDh@tAJlBPtBTlAFxBR|BPvALtBDpCCx@CbAMbB_@pAa@n@[`@Y~@u@t@aALQz@oAz@kAn@q@`@]z@k@xBcAt@[|Ai@tB_@vAMdCMfC@xD^li@tIly@rM`e@rHzDt@pDz@nF`BvDjA`Cz@`ClAzFtCt@^hDdBt@\h@VhAh@`@TvAv@NHTJpA`@\HbAJpADx@?hCWXEhA]TGd@QlHkCrFeBPEj@IJCxAGzBFXEn@QNIZUPg@Dm@CQK]a@YSIUAM@UBa@Pw@f@]Z[V_@Zo@ZiAjAc@j@KNaAtBQ^Md@EZCRAFE^AJA\@nAJ~@F^bAtDFTbAtDPl@J`@d@fBh@rBr@hCZv@DHFZNZZh@|A~ALPVVJRZn@J`@H`@FLJTt@z@DFtFnFFFj@P`@X\b@N\p@dAhAhA`BfB~AtBJNVXRj@HPHTTz@Jv@XbFF^V`D\hDRtA@RFl@c@?iCCyDGCf@?b@DJAPC~DAR?VEH?f@A|@G~AAX~DHBiJ,,,,,,,,,,,,,,,,,,,,,,,,,,
,2026-08-16T14:00:55.949Z,2026-08-16T14:00:55.949Z,,UberXL,,22,0,0,,114.217333,22.395771,114.19081,22.325528,,,,hk_202606192058594097,,22.325528,114.19081,22.395771,114.217333,,,,,9697,,11572,,,,,,,,,,,,0,,,,,,,9697,Economy,,,,,964,,,,,,,,equgCwdbxT?eAAIEIGAw@C]AyAASFMVTAAzAt@r@@FAJaAu@q@]SZrDfCjFbCNAFDb@LrA^bCZz@Rr@`@pAx@v@ThAFZFVJjAZtAPrA@h@?vAGlD[vCaAnGgCzA[VCVEjBKl@?vBDrCZzDh@tAJlBPtBTlAFxBR|BPvALtBDpCCx@CbAMbB_@pAa@n@[`@Y~@u@t@aALQz@oAz@kAn@q@`@]z@k@xBcAt@[|Ai@tB_@vAMdCMfC@xD^li@tIly@rM`e@rHzDt@pDz@nF`BvDjA`Cz@`ClAzFtCt@^hDdBt@\h@VhAh@`@TvAv@NHTJpA`@\HbAJpADx@?hCWXEhA]TGd@QlHkCrFeBPEj@IJCxAGzBFXEn@QNIZUPg@Dm@CQK]a@YSIUAM@UBa@Pw@f@]Z[V_@Zo@ZiAjAc@j@KNaAtBQ^Md@EZCRAFE^AJA\@nAJ~@F^bAtDFTbAtDPl@J`@d@fBh@rBr@hCZv@DHFZNZZh@|A~ALPVVJRZn@J`@H`@FLJTt@z@DFtFnFFFj@P`@X\b@N\p@dAhAhA`BfB~AtBJNVXRj@HPHTTz@Jv@XbFF^V`D\hDRtA@RFl@c@?iCCyDGCf@?b@DJAPC~DAR?VEH?f@A|@G~AAX~DHBiJ,,,,,,,,,,,,,,,,,,,,,,,,,,
,2026-08-16T14:00:55.949Z,2026-08-16T14:00:55.949Z,,UberXXL,,22,0,0,,114.217333,22.395771,114.19081,22.325528,,,,hk_202606192058594097,,22.325528,114.19081,22.395771,114.217333,,,,,9697,,11572,,,,,,,,,,,,0,,,,,,,9697,Economy,,,,,964,,,,,,,,equgCwdbxT?eAAIEIGAw@C]AyAASFMVTAAzAt@r@@FAJaAu@q@]SZrDfCjFbCNAFDb@LrA^bCZz@Rr@`@pAx@v@ThAFZFVJjAZtAPrA@h@?vAGlD[vCaAnGgCzA[VCVEjBKl@?vBDrCZzDh@tAJlBPtBTlAFxBR|BPvALtBDpCCx@CbAMbB_@pAa@n@[`@Y~@u@t@aALQz@oAz@kAn@q@`@]z@k@xBcAt@[|Ai@tB_@vAMdCMfC@xD^li@tIly@rM`e@rHzDt@pDz@nF`BvDjA`Cz@`ClAzFtCt@^hDdBt@\h@VhAh@`@TvAv@NHTJpA`@\HbAJpADx@?hCWXEhA]TGd@QlHkCrFeBPEj@IJCxAGzBFXEn@QNIZUPg@Dm@CQK]a@YSIUAM@UBa@Pw@f@]Z[V_@Zo@ZiAjAc@j@KNaAtBQ^Md@EZCRAFE^AJA\@nAJ~@F^bAtDFTbAtDPl@J`@d@fBh@rBr@hCZv@DHFZNZZh@|A~ALPVVJRZn@J`@H`@FLJTt@z@DFtFnFFFj@P`@X\b@N\p@dAhAhA`BfB~AtBJNVXRj@HPHTTz@Jv@XbFF^V`D\hDRtA@RFl@c@?iCCyDGCf@?b@DJAPC~DAR?VEH?f@A|@G~AAX~DHBiJ,,,,,,,,,,,,,,,,,,,,,,,,,,
,2026-08-16T14:00:55.949Z,2026-08-16T14:00:55.949Z,,Car Seat (1-7yo),,22,0,0,,114.217333,22.395771,114.19081,22.325528,,,,hk_202606192058594097,,22.325528,114.19081,22.395771,114.217333,,,,,9697,,11572,,,,,,,,,,,,0,,,,,,,9697,Economy,,,,,964,,,,,,,,equgCwdbxT?eAAIEIGAw@C]AyAASFMVTAAzAt@r@@FAJaAu@q@]SZrDfCjFbCNAFDb@LrA^bCZz@Rr@`@pAx@v@ThAFZFVJjAZtAPrA@h@?vAGlD[vCaAnGgCzA[VCVEjBKl@?vBDrCZzDh@tAJlBPtBTlAFxBR|BPvALtBDpCCx@CbAMbB_@pAa@n@[`@Y~@u@t@aALQz@oAz@kAn@q@`@]z@k@xBcAt@[|Ai@tB_@vAMdCMfC@xD^li@tIly@rM`e@rHzDt@pDz@nF`BvDjA`Cz@`ClAzFtCt@^hDdBt@\h@VhAh@`@TvAv@NHTJpA`@\HbAJpADx@?hCWXEhA]TGd@QlHkCrFeBPEj@IJCxAGzBFXEn@QNIZUPg@Dm@CQK]a@YSIUAM@UBa@Pw@f@]Z[V_@Zo@ZiAjAc@j@KNaAtBQ^Md@EZCRAFE^AJA\@nAJ~@F^bAtDFTbAtDPl@J`@d@fBh@rBr@hCZv@DHFZNZZh@|A~ALPVVJRZn@J`@H`@FLJTt@z@DFtFnFFFj@P`@X\b@N\p@dAhAhA`BfB~AtBJNVXRj@HPHTTz@Jv@XbFF^V`D\hDRtA@RFl@c@?iCCyDGCf@?b@DJAPC~DAR?VEH?f@A|@G~AAX~DHBiJ,,,,,,,,,,,,,,,,,,,,,,,,,,
,2026-08-16T14:00:55.949Z,2026-08-16T14:00:55.949Z,,Electric,,22,0,0,,114.217333,22.395771,114.19081,22.325528,,,,hk_202606192058594097,,22.325528,114.19081,22.395771,114.217333,,,,,9697,,11572,,,,,,,,,,,,0,,,,,,,9697,Economy,,,,,964,,,,,,,,equgCwdbxT?eAAIEIGAw@C]AyAASFMVTAAzAt@r@@FAJaAu@q@]SZrDfCjFbCNAFDb@LrA^bCZz@Rr@`@pAx@v@ThAFZFVJjAZtAPrA@h@?vAGlD[vCaAnGgCzA[VCVEjBKl@?vBDrCZzDh@tAJlBPtBTlAFxBR|BPvALtBDpCCx@CbAMbB_@pAa@n@[`@Y~@u@t@aALQz@oAz@kAn@q@`@]z@k@xBcAt@[|Ai@tB_@vAMdCMfC@xD^li@tIly@rM`e@rHzDt@pDz@nF`BvDjA`Cz@`ClAzFtCt@^hDdBt@\h@VhAh@`@TvAv@NHTJpA`@\HbAJpADx@?hCWXEhA]TGd@QlHkCrFeBPEj@IJCxAGzBFXEn@QNIZUPg@Dm@CQK]a@YSIUAM@UBa@Pw@f@]Z[V_@Zo@ZiAjAc@j@KNaAtBQ^Md@EZCRAFE^AJA\@nAJ~@F^bAtDFTbAtDPl@J`@d@fBh@rBr@hCZv@DHFZNZZh@|A~ALPVVJRZn@J`@H`@FLJTt@z@DFtFnFFFj@P`@X\b@N\p@dAhAhA`BfB~AtBJNVXRj@HPHTTz@Jv@XbFF^V`D\hDRtA@RFl@c@?iCCyDGCf@?b@DJAPC~DAR?VEH?f@A|@G~AAX~DHBiJ,,,,,,,,,,,,,,,,,,,,,,,,,,
,2026-08-16T14:00:55.949Z,2026-08-16T14:00:55.949Z,,Car Seat (4-7yo),,22,0,0,,114.217333,22.395771,114.19081,22.325528,,,,hk_202606192058594097,,22.325528,114.19081,22.395771,114.217333,,,,,9697,,11572,,,,,,,,,,,,0,,,,,,,9697,Economy,,,,,964,,,,,,,,equgCwdbxT?eAAIEIGAw@C]AyAASFMVTAAzAt@r@@FAJaAu@q@]SZrDfCjFbCNAFDb@LrA^bCZz@Rr@`@pAx@v@ThAFZFVJjAZtAPrA@h@?vAGlD[vCaAnGgCzA[VCVEjBKl@?vBDrCZzDh@tAJlBPtBTlAFxBR|BPvALtBDpCCx@CbAMbB_@pAa@n@[`@Y~@u@t@aALQz@oAz@kAn@q@`@]z@k@xBcAt@[|Ai@tB_@vAMdCMfC@xD^li@tIly@rM`e@rHzDt@pDz@nF`BvDjA`Cz@`ClAzFtCt@^hDdBt@\h@VhAh@`@TvAv@NHTJpA`@\HbAJpADx@?hCWXEhA]TGd@QlHkCrFeBPEj@IJCxAGzBFXEn@QNIZUPg@Dm@CQK]a@YSIUAM@UBa@Pw@f@]Z[V_@Zo@ZiAjAc@j@KNaAtBQ^Md@EZCRAFE^AJA\@nAJ~@F^bAtDFTbAtDPl@J`@d@fBh@rBr@hCZv@DHFZNZZh@|A~ALPVVJRZn@J`@H`@FLJTt@z@DFtFnFFFj@P`@X\b@N\p@dAhAhA`BfB~AtBJNVXRj@HPHTTz@Jv@XbFF^V`D\hDRtA@RFl@c@?iCCyDGCf@?b@DJAPC~DAR?VEH?f@A|@G~AAX~DHBiJ,,,,,,,,,,,,,,,,,,,,,,,,,,
,2026-08-16T14:00:55.949Z,2026-08-16T14:00:55.949Z,,Elite,,22,0,0,,114.217333,22.395771,114.19081,22.325528,,,,hk_202606192058594097,,22.325528,114.19081,22.395771,114.217333,,,,,9697,,11572,,,,,,,,,,,,0,,,,,,,9697,Premium,,,,,964,,,,,,,,equgCwdbxT?eAAIEIGAw@C]AyAASFMVTAAzAt@r@@FAJaAu@q@]SZrDfCjFbCNAFDb@LrA^bCZz@Rr@`@pAx@v@ThAFZFVJjAZtAPrA@h@?vAGlD[vCaAnGgCzA[VCVEjBKl@?vBDrCZzDh@tAJlBPtBTlAFxBR|BPvALtBDpCCx@CbAMbB_@pAa@n@[`@Y~@u@t@aALQz@oAz@kAn@q@`@]z@k@xBcAt@[|Ai@tB_@vAMdCMfC@xD^li@tIly@rM`e@rHzDt@pDz@nF`BvDjA`Cz@`ClAzFtCt@^hDdBt@\h@VhAh@`@TvAv@NHTJpA`@\HbAJpADx@?hCWXEhA]TGd@QlHkCrFeBPEj@IJCxAGzBFXEn@QNIZUPg@Dm@CQK]a@YSIUAM@UBa@Pw@f@]Z[V_@Zo@ZiAjAc@j@KNaAtBQ^Md@EZCRAFE^AJA\@nAJ~@F^bAtDFTbAtDPl@J`@d@fBh@rBr@hCZv@DHFZNZZh@|A~ALPVVJRZn@J`@H`@FLJTt@z@DFtFnFFFj@P`@X\b@N\p@dAhAhA`BfB~AtBJNVXRj@HPHTTz@Jv@XbFF^V`D\hDRtA@RFl@c@?iCCyDGCf@?b@DJAPC~DAR?VEH?f@A|@G~AAX~DHBiJ,,,,,,,,,,,,,,,,,,,,,,,,,,
